question,answer
资源型城市在发展中积累了哪些问题？,经济结构失衡、接续替代产业发展乏力、生态环境破坏严重、失业和贫困人口较多、维护社会稳定压力较大等问题
中国大陆第一个资源枯竭型城市经济转型试点市是哪个城市？,阜新
西部地区典型资源枯竭城市是哪三个？,石嘴山市、白银市、个旧市
什么是DVD播放程式？,DVD播放程式（DVD Player）是Mac OS X的默认DVD播放器。
DVD播放程式支持哪些DVD标准功能？,它支持所有的DVD标准功能，比如多重音频、视频及字幕轨道以及杜比音效、DVD@ccess URL和关闭字幕。
什么情况下DVD播放程式才会被安装到OS中？,有一个DVD驱动器连接到计算机时
DVD播放程式采取了哪些措施顺从大部著作权法？,区域编码限制和限制用户行为
两女一杯是巴西哪部色情片的预告片？,"两女一杯（2 Girls 1 Cup）是巴西色情片《饥饿婊子》（""Hungry Bitches""）的预告片"
《饥饿婊子》的预告片包含哪些情节？,预告片中包含两嗜粪癖女子相互爱抚，吞吃对方的排遗物，然后呕吐到对方的嘴里的情节。
《饥饿婊子》的导演是谁？,萨克斯
美国法院认为该片导演涉嫌哪些罪名？,拍摄吃屎、人兽交和恋物癖等淫秽影片
基隆厅原属哪个厅？,淡水厅
1895年的台北县基隆支厅所辖范围约为今日的哪些区域？,约为今基隆市及基隆北海岸以及新北市的汐止区等区域
东北四堡是指？,基隆堡、石碇堡、金包里堡、三貂堡
1901年台湾总督府为什么废止了「三县四厅」？,台湾总督府以办务署负责地方政务，而县及厅介于总督府与办务署之间，造成行政事务上的欠缺灵活 ，而废止「三县四厅」
延胡索有哪些别名？,元胡、玄胡、玄胡索、武胡索、滴金卵
延胡索株高多少？,10－30厘米
延胡索有哪些功效？,活血，利气，镇痛、镇静、催眠
延胡索的块茎是什么形状？,球形
延胡索的模式产地是哪个市？,杭州
马蹄大黄源产于哪个国家？,中国
马蹄大黄在中国有哪些别名？,黄良、将军
马蹄大黄在夏季时花的颜色是什么？,淡绿色或黄白色
马蹄大黄分布于中国的哪些省市？,湖北、四川、陕西、云南等省
马蹄大黄的根和茎在中医中常用作什么药物？,通便泻火
Voice of Earth的中文译名是什么？,地球之声
Voice of Earth是谁发行的专辑？,阿兰·达瓦卓玛
Voice of Earth是在哪个国家发行的？,日本
alan 首次尝试创作的原创歌曲是哪一首？,Together
老教堂位于哪个城市？,阿姆斯特丹
                                                                                                                                                                 老教堂是由哪个主教祝圣的？,乌德勒支
老教堂占地面积多少？,约三千三百平方米
在老教堂有多少个坟墓？,2500个
威廉一世 (奥兰治)打败西班牙之后，教会接受了什么教派？,加尔文教派
泉州府在明清时期是哪个省下辖的一个府？,福建省
雍正十二年(1734年)行政区划发生了哪些变动？,升永春县为永春直隶州，划德化县并延平府大田县归其管辖
《泉州府志》最初于什么时候编撰？,南宋嘉定年间
现存最早的一部泉州志书是由谁编修的？,礼部尚书黄凤翔、行省解元李光缙
张行成是唐朝哪个时期的宰相？,唐高宗
张行成是哪里人？,定州义丰县人
谁曾向唐高祖推荐张行成？,张锐
张行成的谥号是什么？,定
张行成年幼时曾跟随谁学习？,刘炫
咱们死人醒来的时候是谁的一出戏剧？,易卜生
咱们死人醒来的时候第一次被搬上舞台是什么时候？,1900年
咱们死人醒来的时候第一幕发生在什么地方？,海滨浴场区
是谁帮助了 鲁克尼完成了杰作《复活日》？,爱吕尼
罗金汉侯爵创设于什么时候？,1746年4月19日
第一代罗金汉男爵是谁？,刘易斯·沃森
罗金汉侯爵属于哪个地区的贵族爵位？,大不列颠
第几代罗金汉侯爵曾两度出任英国首相？,第二代
谁继承了第二代罗金汉侯爵的遗产？,第四代菲茨威廉伯爵
围棋棋手师承关系具体指什么？,指在围棋棋手中的师承关系
一般认为，哪个国家的围棋师承关系较为严格？,日韩
在中国，达到“内弟子”程度的师徒是谁？,罗建文与罗洗河
聂卫平与他的弟子们规定了什么制度导致备受争议？,奖金分成制度
世界围棋最大的门派是？,木谷门
凉宫春日的结集是哪部动画中的插曲合集？,凉宫春日的忧郁
凉宫春日的结集中的歌曲是什么类型的？,快节奏的摇滚歌曲
剧中原定由谁演唱？,ENOZ
「凉宫春日的忧郁」第1话的名字是什么？,朝比奈实玖瑠的冒险 Episode00
「凉宫春日的忧郁」第1话的主题曲是？,God knows
桂樱在北美洲被称为什么？,英格兰月桂
桂樱树叶呈什么颜色？,深绿
桂樱花蕾在什么季节开放？,夏天
桂樱的果实是什么样子的？,果实为一种的1－2厘米宽的浆果，在秋天变成黑色。
桂樱的果实种子含有什么东西？,糖苷和扁桃苷
刘玉婷是哪里人？,香港
演员刘玉婷以什么形象给人印象最为深刻？,古装清丽女子形象
1996年，刘玉婷被谁相中得以出演《一帘幽梦》？,琼瑶
2005年，刘玉婷移居哪个国家？,美国
刘玉婷参加了什么活动成为“爱心妈妈”的一员？,“广州妈妈爱心行动”
尚健的童名是什么？,思龟金
尚健为什么改名为朝直？,避萨摩藩藩主岛津忠义之讳
尚健从什么时候开始出任琉球国摄政？,1872年
1875年尚健因什么原因辞去摄政一职？,受向有恒的牵连遭人弹劾
1879年发生了什么事情？,1879年琉球国被日本兼并后，随尚泰王被迁往东京，被封为男爵。
中银香港于香港银行公会之指定代表是谁？,和广北
和广北取得了哪个学校的学士学位？,北京第二外国语学院
和广北在美国德克萨斯州大学达拉斯分校取得了什么学位？,国际管理学硕士学位
和广北毕业后加入了哪个银行？,中国银行
和广北因年龄原因辞任了哪些职位?,副董事长、执行董事兼总裁等职位
Come Back To Me的台湾译名是什么？,回到我身边
Come Back To Me是谁发行的英文单曲？,宇多田光
Come Back To Me收录于哪个专辑？,《This Is The One》
Come Back To Me的MV由谁执导？,安索尼·曼德勒
Come Back To Me的MV的主题是什么？,主题主要是塑造成1920年代的风格
中华人民共和国第十一届全运会跆拳道比赛的举办地点是哪里？,枣庄滕州体育中心体育馆
本届比赛预赛的两阶段参赛名额是如何设置的？,在首阶段中，每个级别的首12位运动员可取得参赛资格。而在第二阶段中，晋身半决赛的运动员可取得最后的名额。
本届全运会的跆拳道赛事采用了什么样的规则？,本届全运会的跆拳道赛事采用国际跆拳道联会于2009年4月新修订的规则，包括比赛场地的缩少、击中对方头部由可取得两分升至三分等。
为求更加公平，本次赛事关于裁判方面有什么创新？,本次赛事请来了8位分别来自加拿大、日本等的国际裁判执法，是全运会中首次以海外裁判负责执法跆拳道赛事。
盐水港厅是什么时期的行政区划？,台湾日治时期
盐水港厅的区域范围延伸到什么地方？,盐水港厅范围东至三脚南山系，西至海，南至曾文溪，北至八掌溪、冻仔顶山系
盐水港厅什么时候被废止的？,明治42年(1909年)10月
新营郡有哪些地方组成？,盐水港支厅、店仔口支厅、前大埔支厅
1920年成立了哪个州？,台南州
江南江淮扬徐海通等处承宣布政使司又简称什么？,江宁布政使司、江宁藩司
承宣布政使司是什么级别的行政机构？,省级
清顺治二年，江南省辖区包括哪些省市？,大致包括今江苏省、安徽省和上海市
左、右布政使的职权是什么？,左为长，右为副，掌全省政令、财赋。
江苏省分设了哪两个布政使？,江宁、江苏
《33分侦探》是什么时候播放的？,2008年8月2日到9月27日
「鞍马六郎侦探事务所」的勤务助手的日常工作是做什么？,日常工作就是对六郎吐槽，以及应付来访推销奇怪东西的客人。
陈锋是谁？,陈锋（Fung Permadi，），为出生于印尼中爪哇省普禾格多的已退休男子羽毛球运动员。
陈锋专攻哪个方面？,单打
陈锋后来移居到哪个地区？,台湾
陈锋在1999年世界羽毛球锦标赛中败给了谁？,中国队的孙俊
结构力学上的自由度是指什么？,意指分析结构系统时，有效的结构节点上的未知节点变位数
为什么称之为有效？,因为结构构件上的任一点，都应有机会具有自由度
为什么称之为未知？,因为为求解容易，我们通常尽可能减少自由度的数量，因此扣除已知的变位
在平面中有几个自由度？分别是什么？,在平面中，只有三个自由度，一者为面旋转，二者为前后及左右两个移动
什么是力法？,利用变形谐合条件求解的方法
橙草来自哪个地区？,台北
现今橙草由哪三人组成？,克拉克（主唱兼吉他手）、小蓝（贝斯手）、鸟人（鼓手）
橙草成立于哪一年？,2004年
橙草的原始队员都有谁？,克拉克Klark(钟礼学)、阿白Jojowhite(白盛方)、阿汤Larsq(汤宗勋)
橙草曾担任哪些台北演唱会开场乐团？,美国The Appleseed Cast乐团、德国Maximilian Hecker
郭诩擅长什么？,擅长画山水、人物，兼有粗笔和细笔两种面貌
郭诩生活在哪个朝代？,明代
郭诩在游历中领悟到了哪些哲理？,领悟到“岂必谱也，画在是矣”的现实主义创作思想，“肆意手摹，即成山水”
郭诩的水墨写意人物画有什么特色？,风格豪放，采用白描手法，运笔如行云流水，不着颜色而光彩照人
郭诩在七十三岁时创作了什么画？,《磨镜图》
王镕是哪个时期的成德节度使、赵王？,唐朝末年五代十国初期
王镕是怎么死的？,被义子王德明兵变所杀
王镕为什么杀了李蔼、李弘规？,王镕方结束游玩，希蒙便劝他再去其他地方，行军司马李蔼、宦官李弘规于是发动哗变，在其面前杀死了石希蒙
王镕幼子王昭诲是如何逃出的？,感激王家的士兵发觉昭诲，让昭诲假装剃发出家，得救。
为什么媒体称反独裁民主联盟为红衫军？,因为他们行动时穿著红色衬衣以示识别
2011年泰国的执政党是哪个党？,为泰党
德国BR42型蒸汽机车是什么类型机车的一种？,战争机车
哪个车型在“战争机车”序列中重量排在第一？,BR52型
BR42型适用于怎样的路线？,适用于路况较好、能够承受更高轴重的线路
BR42型在战争机车系列中的编号是多少？,KDL 3型
德国联邦铁路中的BR42型服役至什么时候？,1960年
原子球塔是为了什么活动而建的？,为1958年比利时布鲁塞尔举办世界博览会而建
原子球塔共有几个直径18米的球体？,9个
在顶部的球体可以观察到哪个城市的全景？,布鲁塞尔
为了能筹措装修费用馆方做了哪些事情？,馆方将更换的铝板当纪念品贩售
什么是过冷？,过冷（Supercooling，又译超冷冻）是一种物理现象，透过降低液体或气体的温度，但不使其凝固的过程，能做到让水瞬间凝冰的效果。
